dataset,horizon_sec,feature_name,positive_rows,negative_rows,feature_id,block,history_definition,variable_type,unit,behavioural_reason,primary_association_test,effect_size,redundancy_check,predictive_ranking,selection_status,missing_handling,important_note,present_in_final_dataset,experiment_role,test,n_positive_nonmissing,n_negative_nonmissing,positive_mean,negative_mean,positive_median,negative_median,statistic,p_value,effect_size_name,test_detail,q_value_bh,fdr_significant_0p05
individual,2,history_max_unobserved_gap_sec,3801,24338,Q03,data_quality,longest missing interval in previous 2 s,numeric,s,Large occlusions may make intention less reliable,Mann-Whitney U,0.08724170467010373,Spearman,grouped permutation importance,candidate,always defined,Quality variable not behavioural evidence,True,individual_core,mann_whitney_u,3801,24338,0.07290186792949224,0.05497986687484591,0.0,0.0,50289679.0,1.8561292425214354e-27,rank_biserial,two_sided,4.764065055805017e-27,True
individual,3,history_max_unobserved_gap_sec,5167,22972,Q03,data_quality,longest missing interval in previous 2 s,numeric,s,Large occlusions may make intention less reliable,Mann-Whitney U,0.09463388268030948,Spearman,grouped permutation importance,candidate,always defined,Quality variable not behavioural evidence,True,individual_core,mann_whitney_u,5167,22972,0.07389200696729244,0.05369145046143131,0.0,0.0,64964509.0,1.3623542732672026e-40,rank_biserial,two_sided,3.885232557095356e-40,True
individual,1,active_vehicle_count,1745,26394,T01,traffic_context,count of vehicles inside vehicle active area at decision time,count,count,Represents overall traffic exposure,Mann-Whitney U,0.05077478101843491,Spearman,grouped permutation importance,candidate,zero means none present,Vehicle active area only,True,individual_core,mann_whitney_u,1745,26394,15.916905444126074,14.854663938773964,16.0,13.0,24198045.5,0.0003709084475135704,rank_biserial,two_sided,0.0005192718265189986,True
individual,2,active_vehicle_count,3801,24338,T01,traffic_context,count of vehicles inside vehicle active area at decision time,count,count,Represents overall traffic exposure,Mann-Whitney U,0.04302798942084807,Spearman,grouped permutation importance,candidate,zero means none present,Vehicle active area only,True,individual_core,mann_whitney_u,3801,24338,15.834254143646408,14.777837127126304,15.0,13.0,48244601.5,1.9068706041755135e-05,rank_biserial,two_sided,2.621947080741331e-05,True
individual,3,active_vehicle_count,5167,22972,T01,traffic_context,count of vehicles inside vehicle active area at decision time,count,count,Represents overall traffic exposure,Mann-Whitney U,0.023732310362029496,Spearman,grouped permutation importance,candidate,zero means none present,Vehicle active area only,True,individual_core,mann_whitney_u,5167,22972,15.556028643313335,14.777598815949853,14.0,13.0,60756631.0,0.007558162132876613,rank_biserial,two_sided,0.00954063088904097,True
individual,1,approaching_vehicle_count,1745,26394,T02,traffic_context,count of relevant active vehicles with closing motion,count,count,Represents immediate approaching traffic pressure,Mann-Whitney U,-0.08141070526361271,Spearman,grouped permutation importance,candidate,zero means none approaching,Definition will use vehicle y and vy only,True,individual_core,mann_whitney_u,1745,26394,6.195988538681949,6.496135485337577,3.0,4.0,21153977.0,1.0436944406666788e-08,rank_biserial,two_sided,1.980514312871994e-08,True
individual,2,approaching_vehicle_count,3801,24338,T02,traffic_context,count of relevant active vehicles with closing motion,count,count,Represents immediate approaching traffic pressure,Mann-Whitney U,-0.12647260413389272,Spearman,grouped permutation importance,candidate,zero means none approaching,Definition will use vehicle y and vy only,True,individual_core,mann_whitney_u,3801,24338,5.621415416995528,6.611225244473663,3.0,5.0,40404458.5,2.076769003957315e-36,rank_biserial,two_sided,5.922637529804195e-36,True
individual,3,approaching_vehicle_count,5167,22972,T02,traffic_context,count of relevant active vehicles with closing motion,count,count,Represents immediate approaching traffic pressure,Mann-Whitney U,-0.13871625881185667,Spearman,grouped permutation importance,candidate,zero means none approaching,Definition will use vehicle y and vy only,True,individual_core,mann_whitney_u,5167,22972,5.514805496419585,6.694062336757792,3.0,5.0,51115607.0,3.0353890918587732e-55,rank_biserial,two_sided,9.738540003046897e-55,True
individual,1,stopped_vehicle_count,1745,26394,T03,traffic_context,count of active vehicles below stopped-speed threshold,count,count,Stopped vehicles may permit or obstruct crossing,Mann-Whitney U,0.07008239477887757,Spearman,grouped permutation importance,candidate,zero means none stopped,Threshold must be documented,True,individual_core,mann_whitney_u,1745,26394,8.193696275071634,6.809161172993862,3.0,2.0,24642676.0,4.538825791243043e-07,rank_biserial,two_sided,7.281033040119047e-07,True
individual,2,stopped_vehicle_count,3801,24338,T03,traffic_context,count of active vehicles below stopped-speed threshold,count,count,Stopped vehicles may permit or obstruct crossing,Mann-Whitney U,0.09543894113008,Spearman,grouped permutation importance,candidate,zero means none stopped,Threshold must be documented,True,individual_core,mann_whitney_u,3801,24338,8.61483820047356,6.626427808365519,3.0,2.0,50668837.0,2.105458641471084e-22,rank_biserial,two_sided,4.381630145764147e-22,True
individual,3,stopped_vehicle_count,5167,22972,T03,traffic_context,count of active vehicles below stopped-speed threshold,count,count,Stopped vehicles may permit or obstruct crossing,Mann-Whitney U,0.07780350468140873,Spearman,grouped permutation importance,candidate,zero means none stopped,Threshold must be documented,True,individual_core,mann_whitney_u,5167,22972,8.436036384749372,6.548406756050844,3.0,2.0,63965657.0,2.4505127342641684e-19,rank_biserial,two_sided,4.83819180867541e-19,True
individual,1,veh1_present,1745,26394,V01.1,ranked_vehicle_context,current presence for each of three ranked vehicles,binary,0/1,Absence of a relevant vehicle is itself informative,Chi-square or Fisher,0.006267375952949842,phi or direct duplicate check,grouped permutation importance,candidate,zero when rank unavailable,Vehicle rank 1. Expands into three separate ranked features,True,individual_core,chi_square,1745,26394,,,,,2.1052962153141084,0.14678991505103087,cramers_v,"{""table"": {""0"": {""0"": 1276, ""1"": 71}, ""1"": {""0"": 25118, ""1"": 1674}}, ""minimum_expected_count"": 83.53228615089378}",0.1569836591517969,False
individual,2,veh1_present,3801,24338,V01.1,ranked_vehicle_context,current presence for each of three ranked vehicles,binary,0/1,Absence of a relevant vehicle is itself informative,Chi-square or Fisher,0.008281187888160851,phi or direct duplicate check,grouped permutation importance,candidate,zero when rank unavailable,Vehicle rank 1. Expands into three separate ranked features,True,individual_core,chi_square,3801,24338,,,,,2.929685350235776,0.08696444011724622,cramers_v,"{""table"": {""0"": {""0"": 1186, ""1"": 161}, ""1"": {""0"": 23152, ""1"": 3640}}, ""minimum_expected_count"": 181.9519883435801}",0.09704727375402838,False
individual,3,veh1_present,5167,22972,V01.1,ranked_vehicle_context,current presence for each of three ranked vehicles,binary,0/1,Absence of a relevant vehicle is itself informative,Chi-square or Fisher,0.003718142563035352,phi or direct duplicate check,grouped permutation importance,candidate,zero when rank unavailable,Vehicle rank 1. Expands into three separate ranked features,True,individual_core,chi_square,5167,22972,,,,,1.3890316865792391,0.2385686926415495,cramers_v,"{""table"": {""0"": {""0"": 1116, ""1"": 231}, ""1"": {""0"": 21856, ""1"": 4936}}, ""minimum_expected_count"": 247.34173211556913}",0.27014396078528397,False
individual,1,veh2_present,1745,26394,V01.2,ranked_vehicle_context,current presence for each of three ranked vehicles,binary,0/1,Absence of a relevant vehicle is itself informative,Chi-square or Fisher,0.0,phi or direct duplicate check,grouped permutation importance,candidate,zero when rank unavailable,Vehicle rank 2. Expands into three separate ranked features,True,individual_core,chi_square,1745,26394,,,,,0.10773877137870205,0.7427333457701215,cramers_v,"{""table"": {""0"": {""0"": 2703, ""1"": 183}, ""1"": {""0"": 23691, ""1"": 1562}}, ""minimum_expected_count"": 178.97117879100182}",0.7427333457701215,False
individual,2,veh2_present,3801,24338,V01.2,ranked_vehicle_context,current presence for each of three ranked vehicles,binary,0/1,Absence of a relevant vehicle is itself informative,Chi-square or Fisher,0.0,phi or direct duplicate check,grouped permutation importance,candidate,zero when rank unavailable,Vehicle rank 2. Expands into three separate ranked features,True,individual_core,chi_square,3801,24338,,,,,0.7595854275311748,0.3834582931777133,cramers_v,"{""table"": {""0"": {""0"": 2481, ""1"": 405}, ""1"": {""0"": 21857, ""1"": 3396}}, ""minimum_expected_count"": 389.83922669604465}",0.39900389965789085,False
individual,3,veh2_present,5167,22972,V01.2,ranked_vehicle_context,current presence for each of three ranked vehicles,binary,0/1,Absence of a relevant vehicle is itself informative,Chi-square or Fisher,0.01620153880680523,phi or direct duplicate check,grouped permutation importance,candidate,zero when rank unavailable,Vehicle rank 2. Expands into three separate ranked features,True,individual_core,chi_square,5167,22972,,,,,8.385975202275326,0.0037812727648211604,cramers_v,"{""table"": {""0"": {""0"": 2299, ""1"": 587}, ""1"": {""0"": 20673, ""1"": 4580}}, ""minimum_expected_count"": 529.9393013255624}",0.005019965567090161,True
individual,1,veh3_present,1745,26394,V01.3,ranked_vehicle_context,current presence for each of three ranked vehicles,binary,0/1,Absence of a relevant vehicle is itself informative,Chi-square or Fisher,0.005005101570660031,phi or direct duplicate check,grouped permutation importance,candidate,zero when rank unavailable,Vehicle rank 3. Expands into three separate ranked features,True,individual_core,chi_square,1745,26394,,,,,1.7049217505108487,0.19164557529444864,cramers_v,"{""table"": {""0"": {""0"": 4245, ""1"": 260}, ""1"": {""0"": 22149, ""1"": 1485}}, ""minimum_expected_count"": 279.37115746828243}",0.19675612396896727,False
individual,2,veh3_present,3801,24338,V01.3,ranked_vehicle_context,current presence for each of three ranked vehicles,binary,0/1,Absence of a relevant vehicle is itself informative,Chi-square or Fisher,0.0,phi or direct duplicate check,grouped permutation importance,candidate,zero when rank unavailable,Vehicle rank 3. Expands into three separate ranked features,True,individual_core,chi_square,3801,24338,,,,,0.16217684985054984,0.6871602010365907,cramers_v,"{""table"": {""0"": {""0"": 3888, ""1"": 617}, ""1"": {""0"": 20450, ""1"": 3184}}, ""minimum_expected_count"": 608.5328192188778}",0.7054844730642331,False
individual,3,veh3_present,5167,22972,V01.3,ranked_vehicle_context,current presence for each of three ranked vehicles,binary,0/1,Absence of a relevant vehicle is itself informative,Chi-square or Fisher,0.018532290232891487,phi or direct duplicate check,grouped permutation importance,candidate,zero when rank unavailable,Vehicle rank 3. Expands into three separate ranked features,True,individual_core,chi_square,5167,22972,,,,,10.663912920470427,0.001092460385934394,cramers_v,"{""table"": {""0"": {""0"": 3600, ""1"": 905}, ""1"": {""0"": 19372, ""1"": 4262}}, ""minimum_expected_count"": 827.2268026582324}",0.0015294445403081515,True
individual,1,veh1_lateral_x_m,1745,26394,V02.1,ranked_vehicle_context,current vehicle x in vehicle coordinates,numeric,m,Lateral position indicates whether a vehicle aligns with the pedestrian crossing path,Mann-Whitney U,-0.0366704281240573,Spearman,grouped permutation importance,candidate,missing when rank unavailable; paired presence mask,Vehicle rank 1. Do not subtract pedestrian x because coordinate origins differ,True,individual_core,mann_whitney_u,1674,25118,2.725738884109916,2.844489033282905,2.1952350000000003,2.329209,20252815.5,0.011864587937116334,rank_biserial,two_sided,0.014501163034253297,True
individual,2,veh1_lateral_x_m,3801,24338,V02.1,ranked_vehicle_context,current vehicle x in vehicle coordinates,numeric,m,Lateral position indicates whether a vehicle aligns with the pedestrian crossing path,Mann-Whitney U,0.02819059611777308,Spearman,grouped permutation importance,candidate,missing when rank unavailable; paired presence mask,Vehicle rank 1. Do not subtract pedestrian x because coordinate origins differ,True,individual_core,mann_whitney_u,3640,23152,2.9340850502747253,2.821816380744644,2.4098084999999996,2.307701,43324497.0,0.006173645113362098,rank_biserial,two_sided,0.007792961864407894,True
individual,3,veh1_lateral_x_m,5167,22972,V02.1,ranked_vehicle_context,current vehicle x in vehicle coordinates,numeric,m,Lateral position indicates whether a vehicle aligns with the pedestrian crossing path,Mann-Whitney U,0.06326257946517777,Spearman,grouped permutation importance,candidate,missing when rank unavailable; paired presence mask,Vehicle rank 1. Do not subtract pedestrian x because coordinate origins differ,True,individual_core,mann_whitney_u,4936,21856,3.023225734602917,2.7950274617496342,2.513938,2.288784,57353030.0,3.577011491908157e-12,rank_biserial,two_sided,6.557854401831621e-12,True
individual,1,veh2_lateral_x_m,1745,26394,V02.2,ranked_vehicle_context,current vehicle x in vehicle coordinates,numeric,m,Lateral position indicates whether a vehicle aligns with the pedestrian crossing path,Mann-Whitney U,-0.09704325932185687,Spearman,grouped permutation importance,candidate,missing when rank unavailable; paired presence mask,Vehicle rank 2. Do not subtract pedestrian x because coordinate origins differ,True,individual_core,mann_whitney_u,1562,23691,4.94595204609475,5.229452866067283,4.688828,5.112696,16707111.5,1.2414410007931417e-10,rank_biserial,two_sided,2.8966956685173305e-10,True
individual,2,veh2_lateral_x_m,3801,24338,V02.2,ranked_vehicle_context,current vehicle x in vehicle coordinates,numeric,m,Lateral position indicates whether a vehicle aligns with the pedestrian crossing path,Mann-Whitney U,-0.04163142986430757,Spearman,grouped permutation importance,candidate,missing when rank unavailable; paired presence mask,Vehicle rank 2. Do not subtract pedestrian x because coordinate origins differ,True,individual_core,mann_whitney_u,3396,21857,5.1257352991755,5.225307584297937,4.864393,5.120013,35568111.0,9.257483310715851e-05,rank_biserial,two_sided,0.00012505723068861763,True
individual,3,veh2_lateral_x_m,5167,22972,V02.2,ranked_vehicle_context,current vehicle x in vehicle coordinates,numeric,m,Lateral position indicates whether a vehicle aligns with the pedestrian crossing path,Mann-Whitney U,-0.017467206661770263,Spearman,grouped permutation importance,candidate,missing when rank unavailable; paired presence mask,Vehicle rank 2. Do not subtract pedestrian x because coordinate origins differ,True,individual_core,mann_whitney_u,4580,20673,5.195529821834061,5.21554773675809,4.936293,5.120716,46514252.0,0.06395710990275516,rank_biserial,two_sided,0.07816980099225632,False
individual,1,veh3_lateral_x_m,1745,26394,V02.3,ranked_vehicle_context,current vehicle x in vehicle coordinates,numeric,m,Lateral position indicates whether a vehicle aligns with the pedestrian crossing path,Mann-Whitney U,-0.10342548393927686,Spearman,grouped permutation importance,candidate,missing when rank unavailable; paired presence mask,Vehicle rank 3. Do not subtract pedestrian x because coordinate origins differ,True,individual_core,mann_whitney_u,1485,22149,7.173840027609426,7.484644550679489,7.347525,7.687428,14744735.0,2.34614382992741e-11,rank_biserial,two_sided,5.6454085907628304e-11,True
individual,2,veh3_lateral_x_m,3801,24338,V02.3,ranked_vehicle_context,current vehicle x in vehicle coordinates,numeric,m,Lateral position indicates whether a vehicle aligns with the pedestrian crossing path,Mann-Whitney U,-0.05165098106670274,Spearman,grouped permutation importance,candidate,missing when rank unavailable; paired presence mask,Vehicle rank 3. Do not subtract pedestrian x because coordinate origins differ,True,individual_core,mann_whitney_u,3184,20450,7.325506316582914,7.486852444107579,7.600075,7.687428,30874830.0,2.6577797707168714e-06,rank_biserial,two_sided,3.78979708046665e-06,True
individual,3,veh3_lateral_x_m,5167,22972,V02.3,ranked_vehicle_context,current vehicle x in vehicle coordinates,numeric,m,Lateral position indicates whether a vehicle aligns with the pedestrian crossing path,Mann-Whitney U,-0.03750232669501363,Spearman,grouped permutation importance,candidate,missing when rank unavailable; paired presence mask,Vehicle rank 3. Do not subtract pedestrian x because coordinate origins differ,True,individual_core,mann_whitney_u,4262,19372,7.369847431722197,7.486075513111708,7.611938,7.689178500000001,39733571.0,0.00012346200664137852,rank_biserial,two_sided,0.0001793693304035122,True
individual,1,veh1_front_y_m,1745,26394,V03.1,ranked_vehicle_context,current nonnegative vehicle y in vehicle coordinates,numeric,m,Vehicle y approximately represents forward distance to the conflict reference,Mann-Whitney U,-0.059207517815790034,Spearman,grouped permutation importance,candidate,missing when rank unavailable; paired presence mask,Vehicle rank 1. Ranking is smallest y then absolute x,True,individual_core,mann_whitney_u,1674,25118,5.411957195937872,6.8156211682458805,2.892579,2.8928905,19779001.0,4.8543101517486304e-05,rank_biserial,two_sided,7.188113109320087e-05,True
individual,2,veh1_front_y_m,3801,24338,V03.1,ranked_vehicle_context,current nonnegative vehicle y in vehicle coordinates,numeric,m,Vehicle y approximately represents forward distance to the conflict reference,Mann-Whitney U,-0.03866236130835299,Spearman,grouped permutation importance,candidate,missing when rank unavailable; paired presence mask,Vehicle rank 1. Ranking is smallest y then absolute x,True,individual_core,mann_whitney_u,3640,23152,6.503951220879122,6.763130891758811,2.8781375000000002,2.893723,40507538.0,0.00017290390163176257,rank_biserial,two_sided,0.0002295448349249262,True
individual,3,veh1_front_y_m,5167,22972,V03.1,ranked_vehicle_context,current nonnegative vehicle y in vehicle coordinates,numeric,m,Vehicle y approximately represents forward distance to the conflict reference,Mann-Whitney U,-0.016503966733189213,Spearman,grouped permutation importance,candidate,missing when rank unavailable; paired presence mask,Vehicle rank 1. Ranking is smallest y then absolute x,True,individual_core,mann_whitney_u,4936,21856,7.017328648095623,6.662557404968887,2.9035215,2.890975,53050374.0,0.06969464786186533,rank_biserial,two_sided,0.0825613520825174,False
individual,1,veh2_front_y_m,1745,26394,V03.2,ranked_vehicle_context,current nonnegative vehicle y in vehicle coordinates,numeric,m,Vehicle y approximately represents forward distance to the conflict reference,Mann-Whitney U,-0.025797059246202902,Spearman,grouped permutation importance,candidate,missing when rank unavailable; paired presence mask,Vehicle rank 2. Ranking is smallest y then absolute x,True,individual_core,mann_whitney_u,1562,23691,4.90123145518566,5.8562989125828375,2.8871385,2.839113,18025356.5,0.08719206862711344,rank_biserial,two_sided,0.09873219535717258,False
individual,2,veh2_front_y_m,3801,24338,V03.2,ranked_vehicle_context,current nonnegative vehicle y in vehicle coordinates,numeric,m,Vehicle y approximately represents forward distance to the conflict reference,Mann-Whitney U,-0.022493272337222647,Spearman,grouped permutation importance,candidate,missing when rank unavailable; paired presence mask,Vehicle rank 2. Ranking is smallest y then absolute x,True,individual_core,mann_whitney_u,3396,21857,5.6108321275029445,5.826184525140688,2.7603805,2.847366,36278389.0,0.034672633815427796,rank_biserial,two_sided,0.04107373544289139,True
individual,3,veh2_front_y_m,5167,22972,V03.2,ranked_vehicle_context,current nonnegative vehicle y in vehicle coordinates,numeric,m,Vehicle y approximately represents forward distance to the conflict reference,Mann-Whitney U,-0.013308416331915707,Spearman,grouped permutation importance,candidate,missing when rank unavailable; paired presence mask,Vehicle rank 2. Ranking is smallest y then absolute x,True,individual_core,mann_whitney_u,4580,20673,5.883450767685589,5.77812105427369,2.7553590000000003,2.849738,46711134.0,0.15812100106539217,rank_biserial,two_sided,0.18172115047813728,False
individual,1,veh3_front_y_m,1745,26394,V03.3,ranked_vehicle_context,current nonnegative vehicle y in vehicle coordinates,numeric,m,Vehicle y approximately represents forward distance to the conflict reference,Mann-Whitney U,-0.039118379910289214,Spearman,grouped permutation importance,candidate,missing when rank unavailable; paired presence mask,Vehicle rank 3. Ranking is smallest y then absolute x,True,individual_core,mann_whitney_u,1485,22149,4.000277804713805,4.899524875931194,2.122359,2.341494,15802306.0,0.011485407718913543,rank_biserial,two_sided,0.014264135392844237,True
individual,2,veh3_front_y_m,3801,24338,V03.3,ranked_vehicle_context,current nonnegative vehicle y in vehicle coordinates,numeric,m,Vehicle y approximately represents forward distance to the conflict reference,Mann-Whitney U,-0.05439758388519611,Spearman,grouped permutation importance,candidate,missing when rank unavailable; paired presence mask,Vehicle rank 3. Ranking is smallest y then absolute x,True,individual_core,mann_whitney_u,3184,20450,4.293738385992462,4.928544058484107,2.0123295,2.384593,30785410.5,7.601399104666572e-07,rank_biserial,two_sided,1.1476622177633843e-06,True
individual,3,veh3_front_y_m,5167,22972,V03.3,ranked_vehicle_context,current nonnegative vehicle y in vehicle coordinates,numeric,m,Vehicle y approximately represents forward distance to the conflict reference,Mann-Whitney U,-0.05072949700850726,Spearman,grouped permutation importance,candidate,missing when rank unavailable; paired presence mask,Vehicle rank 3. Ranking is smallest y then absolute x,True,individual_core,mann_whitney_u,4262,19372,4.488930062881277,4.920925515641131,1.989928,2.395436,39187530.5,2.0668091280866817e-07,rank_biserial,two_sided,3.18288605725349e-07,True
individual,1,veh1_speed_mps,1745,26394,V04.1,ranked_vehicle_context,current smoothed vehicle speed,numeric,m/s,Faster vehicles may reduce acceptable crossing opportunities,Mann-Whitney U,-0.07720540262088282,Spearman,grouped permutation importance,candidate,missing when rank unavailable; paired presence mask,Vehicle rank 1. Expands into three separate ranked features,True,individual_core,mann_whitney_u,1663,24894,2.0696958129885745,2.365258417088455,0.152105,0.32372449999999997,19101258.5,1.2944087398461965e-07,rank_biserial,two_sided,2.166727673220807e-07,True
individual,2,veh1_speed_mps,3801,24338,V04.1,ranked_vehicle_context,current smoothed vehicle speed,numeric,m/s,Faster vehicles may reduce acceptable crossing opportunities,Mann-Whitney U,-0.08448157438033943,Spearman,grouped permutation importance,candidate,missing when rank unavailable; paired presence mask,Vehicle rank 1. Expands into three separate ranked features,True,individual_core,mann_whitney_u,3619,22938,2.1333606858248135,2.3804174230534483,0.140631,0.3532265,37999792.5,2.8191384373705625e-16,rank_biserial,two_sided,5.565991273782906e-16,True
individual,3,veh1_speed_mps,5167,22972,V04.1,ranked_vehicle_context,current smoothed vehicle speed,numeric,m/s,Faster vehicles may reduce acceptable crossing opportunities,Mann-Whitney U,-0.05676579105600732,Spearman,grouped permutation importance,candidate,missing when rank unavailable; paired presence mask,Vehicle rank 1. Expands into three separate ranked features,True,individual_core,mann_whitney_u,4904,21653,2.2569130972675366,2.367096722994504,0.169534,0.351024,50079281.0,5.066125354508866e-10,rank_biserial,two_sided,8.865719370390516e-10,True
individual,1,veh2_speed_mps,1745,26394,V04.2,ranked_vehicle_context,current smoothed vehicle speed,numeric,m/s,Faster vehicles may reduce acceptable crossing opportunities,Mann-Whitney U,-0.12626035994332552,Spearman,grouped permutation importance,candidate,missing when rank unavailable; paired presence mask,Vehicle rank 2. Expands into three separate ranked features,True,individual_core,mann_whitney_u,1552,23451,1.7833623962628866,2.2650190804230097,0.1351905,0.665371,15900293.0,7.211072707767236e-17,rank_biserial,two_sided,2.1355869173002968e-16,True
individual,2,veh2_speed_mps,3801,24338,V04.2,ranked_vehicle_context,current smoothed vehicle speed,numeric,m/s,Faster vehicles may reduce acceptable crossing opportunities,Mann-Whitney U,-0.13766248220379973,Spearman,grouped permutation importance,candidate,missing when rank unavailable; paired presence mask,Vehicle rank 2. Expands into three separate ranked features,True,individual_core,mann_whitney_u,3373,21630,1.8361148894159502,2.2973428281091075,0.113775,0.760224,31457206.0,5.851505468288464e-38,rank_biserial,two_sided,1.7329458502238911e-37,True
individual,3,veh2_speed_mps,5167,22972,V04.2,ranked_vehicle_context,current smoothed vehicle speed,numeric,m/s,Faster vehicles may reduce acceptable crossing opportunities,Mann-Whitney U,-0.11729305331730755,Spearman,grouped permutation importance,candidate,missing when rank unavailable; paired presence mask,Vehicle rank 2. Expands into three separate ranked features,True,individual_core,mann_whitney_u,4549,20454,1.9401301538799736,2.300727917473355,0.130898,0.806026,41065842.5,2.852957419194893e-35,rank_biserial,two_sided,7.322590709266893e-35,True
individual,1,veh3_speed_mps,1745,26394,V04.3,ranked_vehicle_context,current smoothed vehicle speed,numeric,m/s,Faster vehicles may reduce acceptable crossing opportunities,Mann-Whitney U,-0.15594790950241189,Spearman,grouped permutation importance,candidate,missing when rank unavailable; paired presence mask,Vehicle rank 3. Expands into three separate ranked features,True,individual_core,mann_whitney_u,1477,21978,1.5755957122545703,2.1017515757120764,0.129741,1.090518,13699601.0,9.335916351133188e-24,rank_biserial,two_sided,3.423169328748836e-23,True
individual,2,veh3_speed_mps,3801,24338,V04.3,ranked_vehicle_context,current smoothed vehicle speed,numeric,m/s,Faster vehicles may reduce acceptable crossing opportunities,Mann-Whitney U,-0.19226129056402508,Spearman,grouped permutation importance,candidate,missing when rank unavailable; paired presence mask,Vehicle rank 3. Expands into three separate ranked features,True,individual_core,mann_whitney_u,3163,20292,1.5173869500474233,2.154541497880938,0.110318,1.198915,25921787.5,5.8613352152411026e-68,rank_biserial,two_sided,2.8207675723347807e-67,True
individual,3,veh3_speed_mps,5167,22972,V04.3,ranked_vehicle_context,current smoothed vehicle speed,numeric,m/s,Faster vehicles may reduce acceptable crossing opportunities,Mann-Whitney U,-0.18991586979846597,Spearman,grouped permutation importance,candidate,missing when rank unavailable; paired presence mask,Vehicle rank 3. Expands into three separate ranked features,True,individual_core,mann_whitney_u,4234,19221,1.567718448984412,2.1789569265386817,0.11660100000000001,1.244213,32963017.5,1.2367076343510532e-83,rank_biserial,two_sided,5.951655490314444e-83,True
individual,1,veh1_closing_speed_mps,1745,26394,V05.1,ranked_vehicle_context,max of zero and negative vehicle vy,numeric,m/s,Closing speed directly represents approach toward the conflict reference,Mann-Whitney U,-0.05898916968539314,Spearman,grouped permutation importance,candidate,missing when rank unavailable; paired presence mask,Vehicle rank 1. May be redundant with speed depending on heading,True,individual_core,mann_whitney_u,1674,25118,1.995429994623656,2.2542758409905246,0.049594,0.15944550000000002,19783591.5,4.386039739879125e-05,rank_biserial,two_sided,6.622059999425346e-05,True
individual,2,veh1_closing_speed_mps,3801,24338,V05.1,ranked_vehicle_context,max of zero and negative vehicle vy,numeric,m/s,Closing speed directly represents approach toward the conflict reference,Mann-Whitney U,-0.05493578747617278,Spearman,grouped permutation importance,candidate,missing when rank unavailable; paired presence mask,Vehicle rank 1. May be redundant with speed depending on heading,True,individual_core,mann_whitney_u,3640,23152,2.0695397535714286,2.2646045992570834,0.051741999999999996,0.175587,39821830.5,7.152290378787219e-08,rank_biserial,two_sided,1.2238363537035909e-07,True
individual,3,veh1_closing_speed_mps,5167,22972,V05.1,ranked_vehicle_context,max of zero and negative vehicle vy,numeric,m/s,Closing speed directly represents approach toward the conflict reference,Mann-Whitney U,-0.027798463079986013,Spearman,grouped permutation importance,candidate,missing when rank unavailable; paired presence mask,Vehicle rank 1. May be redundant with speed depending on heading,True,individual_core,mann_whitney_u,4936,21856,2.1947401175040517,2.247895917139458,0.071328,0.174821,52441142.0,0.0020399221332838943,rank_biserial,two_sided,0.002755684285313331,True
individual,1,veh2_closing_speed_mps,1745,26394,V05.2,ranked_vehicle_context,max of zero and negative vehicle vy,numeric,m/s,Closing speed directly represents approach toward the conflict reference,Mann-Whitney U,-0.10120357758077203,Spearman,grouped permutation importance,candidate,missing when rank unavailable; paired presence mask,Vehicle rank 2. May be redundant with speed depending on heading,True,individual_core,mann_whitney_u,1562,23691,1.737144546734955,2.1729739199696088,0.058924000000000004,0.361786,16630134.5,1.3339092165819561e-11,rank_biserial,two_sided,3.3132583766713107e-11,True
individual,2,veh2_closing_speed_mps,3801,24338,V05.2,ranked_vehicle_context,max of zero and negative vehicle vy,numeric,m/s,Closing speed directly represents approach toward the conflict reference,Mann-Whitney U,-0.1090419453614141,Spearman,grouped permutation importance,candidate,missing when rank unavailable; paired presence mask,Vehicle rank 2. May be redundant with speed depending on heading,True,individual_core,mann_whitney_u,3396,21857,1.787548867196702,2.2017124475911607,0.0437245,0.483365,33066292.0,5.54506255685582e-25,rank_biserial,two_sided,1.2938479299330247e-24,True
individual,3,veh2_closing_speed_mps,5167,22972,V05.2,ranked_vehicle_context,max of zero and negative vehicle vy,numeric,m/s,Closing speed directly represents approach toward the conflict reference,Mann-Whitney U,-0.09480814479236577,Spearman,grouped permutation importance,candidate,missing when rank unavailable; paired presence mask,Vehicle rank 2. May be redundant with speed depending on heading,True,individual_core,mann_whitney_u,4580,20673,1.891395537554585,2.2024260319257003,0.054629,0.539843,42852841.5,3.781137404980973e-24,rank_biserial,two_sided,8.31850229095814e-24,True
individual,1,veh3_closing_speed_mps,1745,26394,V05.3,ranked_vehicle_context,max of zero and negative vehicle vy,numeric,m/s,Closing speed directly represents approach toward the conflict reference,Mann-Whitney U,-0.13406909098813924,Spearman,grouped permutation importance,candidate,missing when rank unavailable; paired presence mask,Vehicle rank 3. May be redundant with speed depending on heading,True,individual_core,mann_whitney_u,1485,22149,1.5255159023569025,2.0354111508871733,0.050896,0.948267,14240781.5,2.816594669654872e-18,rank_biserial,two_sided,9.036574565142714e-18,True
